Time (s),WAA_angle,WAA_disp,WFE_angle,WFE_disp,EPS_angle,EPS_disp,EFE_angle,EFE_disp
0.0,-25.842459,0.0,-19.366253,0.0,57.181399,0.0,63.569457,0.0
0.000775,-25.842319,0.0,-19.366139,0.0,57.181175,-0.0,63.569261,-0.0
0.001549,-25.842174,0.0,-19.366017,0.0,57.18094,-0.0,63.569045,-0.0
0.002324,-25.842025,0.0,-19.365887,0.0,57.180698,-0.0,63.568808,-0.0
0.003098,-25.841874,0.0,-19.365751,0.0,57.180451,-1e-06,63.568552,-1e-06
0.003873,-25.841724,1e-06,-19.365609,1e-06,57.180206,-2e-06,63.568276,-1e-06
0.004647,-25.841578,2e-06,-19.365464,2e-06,57.179966,-3e-06,63.567983,-3e-06
0.005422,-25.84144,4e-06,-19.365317,4e-06,57.179736,-7e-06,63.567674,-6e-06
0.006196,-25.841311,8e-06,-19.36517,6e-06,57.179523,-1.2e-05,63.56735,-1.1e-05
0.006971,-25.841195,1.3e-05,-19.365023,1.1e-05,57.179331,-2e-05,63.567014,-1.9e-05
0.007745,-25.841093,2e-05,-19.364879,1.7e-05,57.179165,-3.2e-05,63.566667,-3.1e-05
0.00852,-25.841008,3e-05,-19.364739,2.6e-05,57.179032,-4.8e-05,63.566311,-4.7e-05
0.009294,-25.840939,4.3e-05,-19.364603,3.8e-05,57.178934,-7e-05,63.565948,-6.9e-05
0.010069,-25.840887,5.9e-05,-19.36447,5.3e-05,57.178875,-9.7e-05,63.565581,-9.7e-05
0.010844,-25.84085,8e-05,-19.364342,7.1e-05,57.17886,-0.00013,63.56521,-0.000133
0.011618,-25.840826,0.000105,-19.364218,9.5e-05,57.178888,-0.00017,63.564838,-0.000178
0.012393,-25.840812,0.000133,-19.364096,0.000122,57.178964,-0.000217,63.564467,-0.000232
0.013167,-25.840805,0.000167,-19.363975,0.000155,57.179086,-0.000271,63.564097,-0.000297
0.013942,-25.8408,0.000204,-19.363855,0.000192,57.179255,-0.000332,63.563729,-0.000373
0.014716,-25.840792,0.000246,-19.363734,0.000235,57.179472,-0.000399,63.563366,-0.00046
0.015491,-25.840776,0.000291,-19.363609,0.000283,57.179734,-0.000471,63.563008,-0.00056
0.016265,-25.840745,0.000339,-19.363481,0.000336,57.180041,-0.000547,63.562656,-0.000672
0.01704,-25.840695,0.00039,-19.363348,0.000393,57.180391,-0.000627,63.562311,-0.000797
0.017814,-25.84062,0.000443,-19.363208,0.000455,57.180781,-0.000708,63.561971,-0.000934
0.018589,-25.840515,0.000498,-19.363062,0.000522,57.181208,-0.000788,63.561639,-0.001084
0.019363,-25.840377,0.000552,-19.362909,0.000592,57.181669,-0.000865,63.561313,-0.001244
0.020138,-25.840201,0.000607,-19.362749,0.000666,57.182161,-0.000937,63.560992,-0.001415
0.020913,-25.839985,0.000661,-19.362583,0.000742,57.18268,-0.001002,63.560677,-0.001596
0.021687,-25.839728,0.000713,-19.362413,0.000821,57.18322,-0.001056,63.560365,-0.001786
0.022462,-25.839429,0.000764,-19.362241,0.000901,57.183777,-0.001099,63.560057,-0.001983
0.023236,-25.839087,0.000812,-19.362069,0.000982,57.184347,-0.001126,63.55975,-0.002186
0.024011,-25.838706,0.000858,-19.361901,0.001064,57.184922,-0.001135,63.559444,-0.002394
0.024785,-25.838287,0.000901,-19.361741,0.001147,57.185498,-0.001125,63.559138,-0.002604
0.02556,-25.837833,0.000943,-19.361593,0.001228,57.18607,-0.001092,63.55883,-0.002815
0.026334,-25.837347,0.000983,-19.36146,0.001309,57.186632,-0.001036,63.558521,-0.003026
0.027109,-25.836834,0.001023,-19.361346,0.001388,57.187179,-0.000954,63.558208,-0.003235
0.027883,-25.836299,0.001063,-19.361255,0.001466,57.187708,-0.000845,63.557893,-0.00344
0.028658,-25.835747,0.001103,-19.361191,0.001542,57.188216,-0.000708,63.557577,-0.00364
0.029432,-25.835181,0.001147,-19.361155,0.001615,57.188699,-0.000543,63.557259,-0.003833
0.030207,-25.834607,0.001194,-19.361149,0.001685,57.189158,-0.00035,63.556942,-0.004017
0.030982,-25.83403,0.001247,-19.361175,0.001752,57.189591,-0.000128,63.556628,-0.004192
0.031756,-25.833456,0.001306,-19.361232,0.001816,57.19,0.00012,63.556321,-0.004357
0.032531,-25.832888,0.001374,-19.361319,0.001875,57.190385,0.000395,63.556023,-0.004509
0.033305,-25.832331,0.001452,-19.361436,0.001929,57.190748,0.000693,63.555739,-0.00465
0.03408,-25.83179,0.001541,-19.36158,0.001978,57.191093,0.001013,63.555475,-0.004778
0.034854,-25.83127,0.001643,-19.361748,0.002021,57.191422,0.001353,63.555235,-0.004892
0.035629,-25.830773,0.001758,-19.361938,0.002057,57.191739,0.001709,63.555024,-0.004992
0.036403,-25.830305,0.001888,-19.362146,0.002086,57.192048,0.002079,63.554848,-0.005079
0.037178,-25.829867,0.002033,-19.362368,0.002107,57.192351,0.002459,63.554711,-0.005151
0.037952,-25.829463,0.002193,-19.362602,0.002118,57.192654,0.002844,63.554618,-0.005209
0.038727,-25.829095,0.002368,-19.362842,0.002119,57.192959,0.003233,63.554572,-0.005254
0.039501,-25.828763,0.002558,-19.363087,0.002109,57.193271,0.00362,63.554576,-0.005284
0.040276,-25.828469,0.002761,-19.363332,0.002088,57.193592,0.004002,63.554632,-0.0053
0.041051,-25.828214,0.002977,-19.363574,0.002053,57.193926,0.004375,63.554739,-0.005303
0.041825,-25.827997,0.003205,-19.363812,0.002005,57.194275,0.004736,63.554898,-0.005292
0.0426,-25.827818,0.003441,-19.364041,0.001942,57.194642,0.005082,63.555106,-0.005267
0.043374,-25.827677,0.003685,-19.364261,0.001865,57.195028,0.005409,63.555361,-0.005227
0.044149,-25.827574,0.003933,-19.364468,0.001772,57.195435,0.005716,63.555658,-0.005174
0.044923,-25.827508,0.004184,-19.36466,0.001664,57.195864,0.005999,63.555993,-0.005105
0.045698,-25.82748,0.004433,-19.364836,0.00154,57.196314,0.006257,63.55636,-0.005021
0.046472,-25.827488,0.004678,-19.364993,0.001401,57.196786,0.006488,63.556754,-0.00492
0.047247,-25.827533,0.004915,-19.365131,0.001247,57.197278,0.006692,63.557169,-0.004802
0.048021,-25.827614,0.005142,-19.365247,0.001078,57.19779,0.006868,63.557597,-0.004667
0.048796,-25.827733,0.005355,-19.365341,0.000896,57.198319,0.007017,63.558034,-0.004513
0.04957,-25.827889,0.00555,-19.365411,0.000701,57.198863,0.007138,63.558472,-0.004338
0.050345,-25.828083,0.005725,-19.365457,0.000495,57.199419,0.007232,63.558906,-0.004144
0.05112,-25.828314,0.005876,-19.365476,0.000279,57.199982,0.007301,63.559331,-0.003927
0.051894,-25.828584,0.006001,-19.36547,5.5e-05,57.200548,0.007347,63.55974,-0.003688
0.052669,-25.828893,0.006096,-19.365435,-0.000175,57.201113,0.007371,63.56013,-0.003427
0.053443,-25.82924,0.00616,-19.365373,-0.000409,57.20167,0.007375,63.560495,-0.003142
0.054218,-25.829626,0.00619,-19.365283,-0.000646,57.202214,0.007362,63.560831,-0.002834
0.054992,-25.83005,0.006185,-19.365163,-0.000882,57.202738,0.007335,63.561134,-0.002502
0.055767,-25.830511,0.006142,-19.365013,-0.001115,57.203236,0.007295,63.561402,-0.002148
0.056541,-25.83101,0.006062,-19.364833,-0.001343,57.203703,0.007246,63.56163,-0.001772
0.057316,-25.831545,0.005942,-19.364623,-0.001564,57.204132,0.00719,63.561816,-0.001375
0.05809,-25.832114,0.005782,-19.364383,-0.001776,57.204518,0.007129,63.561959,-0.000959
0.058865,-25.832716,0.005583,-19.364112,-0.001975,57.204856,0.007066,63.562056,-0.000525
0.059639,-25.833349,0.005343,-19.363812,-0.00216,57.205142,0.007002,63.562108,-7.6e-05
0.060414,-25.834011,0.005064,-19.363482,-0.002328,57.205374,0.006939,63.562113,0.000385
0.061189,-25.8347,0.004747,-19.363125,-0.002478,57.205548,0.006878,63.562073,0.000856
0.061963,-25.835411,0.004392,-19.362741,-0.002607,57.205662,0.006819,63.561988,0.001333
0.062738,-25.836142,0.004001,-19.362333,-0.002714,57.205715,0.006764,63.561861,0.001813
0.063512,-25.836888,0.003574,-19.361904,-0.002798,57.205706,0.006712,63.561692,0.002292
0.064287,-25.837645,0.003114,-19.361457,-0.002857,57.205635,0.006663,63.561486,0.002767
0.065061,-25.838409,0.002623,-19.360995,-0.002889,57.205502,0.006615,63.561246,0.003233
0.065836,-25.839174,0.002103,-19.360522,-0.002894,57.205306,0.006568,63.560974,0.003686
0.06661,-25.839936,0.001555,-19.360041,-0.002872,57.205048,0.006519,63.560676,0.004122
0.067385,-25.840689,0.000983,-19.359557,-0.002822,57.20473,0.006467,63.560355,0.004538
0.068159,-25.84143,0.000389,-19.359073,-0.002743,57.204354,0.006408,63.560015,0.004929
0.068934,-25.842154,-0.000226,-19.358594,-0.002637,57.203921,0.006341,63.559662,0.005291
0.069708,-25.842857,-0.000857,-19.358121,-0.002502,57.203434,0.006262,63.5593,0.005622
0.070483,-25.843536,-0.001502,-19.357659,-0.002341,57.202897,0.006169,63.558934,0.005918
0.071258,-25.844188,-0.002158,-19.35721,-0.002153,57.202315,0.006057,63.558569,0.006176
0.072032,-25.84481,-0.002823,-19.356776,-0.001941,57.201694,0.005923,63.558208,0.006394
0.072807,-25.845399,-0.003493,-19.356359,-0.001704,57.201039,0.005765,63.557858,0.006571
0.073581,-25.845955,-0.004166,-19.355961,-0.001446,57.200359,0.00558,63.557523,0.006704
0.074356,-25.846474,-0.004837,-19.355583,-0.001167,57.199662,0.005364,63.557207,0.006793
