Time (s),WAA_angle,WAA_disp,WFE_angle,WFE_disp,EPS_angle,EPS_disp,EFE_angle,EFE_disp
0.0,12.660537,0.0,-31.091664,0.0,-45.568766,0.0,-56.967618,0.0
0.000781,12.642629,-0.0,-31.107721,-0.0,-45.563773,0.0,-56.970726,-0.0
0.001562,12.623151,-0.0,-31.125051,-3e-06,-45.558369,1e-06,-56.97414,-0.0
0.002343,12.602188,-1e-06,-31.143551,-1.3e-05,-45.552583,4e-06,-56.977852,-2e-06
0.003124,12.579848,-3e-06,-31.163093,-4.3e-05,-45.54645,1.3e-05,-56.981849,-8e-06
0.003905,12.556262,-8e-06,-31.183532,-0.000114,-45.540014,3.6e-05,-56.986115,-2.2e-05
0.004686,12.531572,-1.9e-05,-31.204709,-0.000258,-45.53332,8e-05,-56.990632,-5.1e-05
0.005467,12.50593,-3.9e-05,-31.226459,-0.000514,-45.526418,0.00016,-56.995379,-0.000101
0.006248,12.479489,-7.4e-05,-31.248614,-0.000934,-45.519357,0.000291,-57.000332,-0.000185
0.007029,12.452404,-0.000129,-31.271009,-0.001576,-45.512187,0.000492,-57.005469,-0.000313
0.00781,12.424827,-0.000212,-31.293484,-0.002506,-45.504954,0.000783,-57.010766,-0.000499
0.008591,12.396902,-0.000332,-31.315887,-0.003792,-45.497704,0.001186,-57.016199,-0.000759
0.009372,12.368768,-0.0005,-31.338076,-0.005509,-45.490478,0.001724,-57.021746,-0.001108
0.010154,12.340553,-0.000728,-31.359923,-0.007726,-45.483316,0.00242,-57.027383,-0.001562
0.010935,12.312376,-0.001028,-31.381308,-0.010515,-45.476252,0.003296,-57.033089,-0.002137
0.011716,12.284346,-0.001417,-31.402125,-0.013937,-45.469316,0.004373,-57.038842,-0.002848
0.012497,12.256563,-0.001908,-31.422281,-0.018051,-45.462535,0.005669,-57.044621,-0.003711
0.013278,12.229115,-0.002519,-31.44169,-0.022901,-45.455934,0.0072,-57.050406,-0.004736
0.014059,12.202082,-0.003267,-31.460282,-0.028523,-45.449533,0.008977,-57.05618,-0.005937
0.01484,12.175535,-0.004171,-31.477994,-0.034937,-45.443349,0.011009,-57.061923,-0.007321
0.015621,12.149536,-0.005248,-31.494776,-0.042151,-45.437396,0.013298,-57.067619,-0.008894
0.016402,12.124139,-0.006519,-31.510589,-0.050156,-45.431685,0.015844,-57.073251,-0.01066
0.017183,12.09939,-0.008,-31.525402,-0.058926,-45.426227,0.01864,-57.078805,-0.01262
0.017964,12.075329,-0.009711,-31.539196,-0.068421,-45.421028,0.021675,-57.084267,-0.014771
0.018745,12.05199,-0.01167,-31.551964,-0.078585,-45.416092,0.024933,-57.089625,-0.017107
0.019526,12.029401,-0.013893,-31.563704,-0.089346,-45.411424,0.028394,-57.094867,-0.019619
0.020307,12.007585,-0.016398,-31.574424,-0.10062,-45.407024,0.032033,-57.099982,-0.022297
0.021088,11.986564,-0.019198,-31.584139,-0.112308,-45.402895,0.035821,-57.10496,-0.025124
0.021869,11.966354,-0.022309,-31.592868,-0.124303,-45.399035,0.039726,-57.109793,-0.028084
0.02265,11.946972,-0.02574,-31.600633,-0.136486,-45.395445,0.043713,-57.114473,-0.031158
0.023431,11.928434,-0.029503,-31.607458,-0.148732,-45.392124,0.047744,-57.11899,-0.034323
0.024212,11.910753,-0.033606,-31.613368,-0.160911,-45.389072,0.05178,-57.12334,-0.037556
0.024993,11.893942,-0.038054,-31.618388,-0.17289,-45.386288,0.055782,-57.127514,-0.040833
0.025774,11.878012,-0.042851,-31.622542,-0.184537,-45.38377,0.059707,-57.131507,-0.044127
0.026555,11.862973,-0.047998,-31.625854,-0.195718,-45.381517,0.063516,-57.135315,-0.047411
0.027336,11.848833,-0.053493,-31.628347,-0.206305,-45.379527,0.06717,-57.138932,-0.050659
0.028117,11.835598,-0.059332,-31.630043,-0.216176,-45.377797,0.07063,-57.142357,-0.053842
0.028898,11.82327,-0.065509,-31.630964,-0.225214,-45.376323,0.073859,-57.145587,-0.056936
0.029679,11.811853,-0.072012,-31.63113,-0.233314,-45.3751,0.076825,-57.148621,-0.059913
0.030461,11.801346,-0.07883,-31.630564,-0.240379,-45.374124,0.079496,-57.151459,-0.062748
0.031242,11.791749,-0.085948,-31.629286,-0.246324,-45.37339,0.081844,-57.154101,-0.065419
0.032023,11.783061,-0.093346,-31.627318,-0.251078,-45.372893,0.083845,-57.156548,-0.067902
0.032804,11.775286,-0.101005,-31.624683,-0.254582,-45.372628,0.085479,-57.158802,-0.070178
0.033585,11.768424,-0.108901,-31.621402,-0.256791,-45.372592,0.086729,-57.160864,-0.072228
0.034366,11.762482,-0.117007,-31.6175,-0.257673,-45.372783,0.087583,-57.162735,-0.074035
0.035147,11.757466,-0.125296,-31.612998,-0.257212,-45.373198,0.088032,-57.164416,-0.075587
0.035928,11.753385,-0.133735,-31.607921,-0.255404,-45.373838,0.08807,-57.16591,-0.076871
0.036709,11.750249,-0.142293,-31.602291,-0.252258,-45.374703,0.087698,-57.167216,-0.077877
0.03749,11.748067,-0.150934,-31.596131,-0.247796,-45.375795,0.086918,-57.168337,-0.078599
0.038271,11.74685,-0.159621,-31.589464,-0.242052,-45.377116,0.085736,-57.169274,-0.079032
0.039052,11.746607,-0.168316,-31.582313,-0.23507,-45.378668,0.084162,-57.170029,-0.079173
0.039833,11.747346,-0.176978,-31.574701,-0.226904,-45.380455,0.082207,-57.170605,-0.079023
0.040614,11.749072,-0.185566,-31.566651,-0.217616,-45.382478,0.079888,-57.171001,-0.078584
0.041395,11.751786,-0.194037,-31.558189,-0.207277,-45.384737,0.07722,-57.171222,-0.077858
0.042176,11.755488,-0.20235,-31.549342,-0.195962,-45.387233,0.074223,-57.171267,-0.076853
0.042957,11.760173,-0.210459,-31.540139,-0.183752,-45.389961,0.070918,-57.171137,-0.075574
0.043738,11.76583,-0.21832,-31.53061,-0.170732,-45.392917,0.067326,-57.170833,-0.074031
0.044519,11.772449,-0.22589,-31.52079,-0.156987,-45.396094,0.063469,-57.170355,-0.072235
0.0453,11.780017,-0.233123,-31.510711,-0.142607,-45.399483,0.059371,-57.169701,-0.070195
0.046081,11.788518,-0.239977,-31.50041,-0.127679,-45.403074,0.055054,-57.16887,-0.067925
0.046862,11.797938,-0.246407,-31.489921,-0.112291,-45.406855,0.050541,-57.167857,-0.065437
0.047643,11.808261,-0.252371,-31.479279,-0.096528,-45.410813,0.045855,-57.166661,-0.062744
0.048424,11.819473,-0.257827,-31.468517,-0.080474,-45.414936,0.041017,-57.165277,-0.059861
0.049205,11.831563,-0.262735,-31.457664,-0.064208,-45.419212,0.036048,-57.163701,-0.0568
0.049986,11.844521,-0.267056,-31.44675,-0.047808,-45.423627,0.030969,-57.161928,-0.053576
0.050768,11.858337,-0.270753,-31.4358,-0.031345,-45.42817,0.025798,-57.159954,-0.050203
0.051549,11.873004,-0.273789,-31.424835,-0.014887,-45.43283,0.020552,-57.157776,-0.046693
0.05233,11.888516,-0.276131,-31.413875,0.001503,-45.437594,0.015249,-57.155391,-0.043061
0.053111,11.904866,-0.277748,-31.402935,0.017768,-45.442453,0.009902,-57.152796,-0.039318
0.053892,11.922045,-0.278609,-31.392031,0.033853,-45.447395,0.004527,-57.149992,-0.035477
0.054673,11.940047,-0.278689,-31.381172,0.049711,-45.452411,-0.000864,-57.146977,-0.031548
0.055454,11.958864,-0.277964,-31.370366,0.065298,-45.457491,-0.006259,-57.143754,-0.027543
0.056235,11.978486,-0.27641,-31.359621,0.080576,-45.462627,-0.011647,-57.140324,-0.023469
0.057016,11.998907,-0.27401,-31.348938,0.095511,-45.467812,-0.017019,-57.136687,-0.019338
0.057797,12.020116,-0.270748,-31.338318,0.110072,-45.473038,-0.022365,-57.132846,-0.015155
0.058578,12.042106,-0.266609,-31.327759,0.124234,-45.4783,-0.027678,-57.128802,-0.010928
0.059359,12.064867,-0.261585,-31.317258,0.137976,-45.483593,-0.032948,-57.124555,-0.006664
0.06014,12.088391,-0.255669,-31.306806,0.151277,-45.488915,-0.038169,-57.120106,-0.002367
0.060921,12.112668,-0.248855,-31.296394,0.164123,-45.494264,-0.043334,-57.115454,0.001957
0.061702,12.137688,-0.241143,-31.286011,0.176502,-45.499638,-0.048437,-57.110597,0.006305
0.062483,12.163439,-0.232536,-31.275642,0.188403,-45.50504,-0.05347,-57.105533,0.010673
0.063264,12.189907,-0.223037,-31.265269,0.19982,-45.510469,-0.058428,-57.10026,0.015059
0.064045,12.217076,-0.212656,-31.254876,0.210746,-45.515929,-0.063304,-57.094775,0.019461
0.064826,12.244931,-0.201402,-31.244442,0.221181,-45.521422,-0.068093,-57.089074,0.023875
0.065607,12.273452,-0.189291,-31.233947,0.23112,-45.526952,-0.072788,-57.083154,0.028302
0.066388,12.302621,-0.176339,-31.223367,0.240567,-45.532523,-0.077383,-57.077011,0.032739
0.067169,12.332419,-0.162564,-31.212683,0.249521,-45.538137,-0.081873,-57.070641,0.037184
0.06795,12.362828,-0.147989,-31.20187,0.257987,-45.543799,-0.086252,-57.064042,0.041638
0.068731,12.393827,-0.132639,-31.190909,0.265969,-45.549511,-0.090514,-57.057208,0.046099
0.069512,12.425401,-0.116541,-31.179778,0.273473,-45.555276,-0.094653,-57.050138,0.050566
0.070294,12.45753,-0.099723,-31.168456,0.280507,-45.561096,-0.098665,-57.042829,0.055038
0.071075,12.4902,-0.082218,-31.156925,0.287079,-45.566971,-0.102543,-57.035278,0.059514
0.071856,12.523395,-0.064058,-31.145166,0.293198,-45.572901,-0.106285,-57.027484,0.063992
0.072637,12.557098,-0.045279,-31.133162,0.298875,-45.578885,-0.109885,-57.019448,0.068472
0.073418,12.591295,-0.025919,-31.120897,0.304123,-45.584922,-0.11334,-57.011169,0.072951
0.074199,12.625971,-0.006015,-31.108354,0.308953,-45.591008,-0.116646,-57.00265,0.077429
0.07498,12.661112,0.014393,-31.09552,0.31338,-45.597141,-0.119801,-56.993892,0.081905
0.075761,12.696703,0.035262,-31.08238,0.317418,-45.603315,-0.122803,-56.984899,0.086375
0.076542,12.73273,0.056551,-31.068921,0.321084,-45.609527,-0.125649,-56.975676,0.090839
0.077323,12.76918,0.078216,-31.05513,0.324395,-45.61577,-0.12834,-56.966226,0.095294
0.078104,12.806039,0.100213,-31.040995,0.327367,-45.622039,-0.130873,-56.956554,0.099738
0.078885,12.843295,0.122497,-31.026505,0.330019,-45.62833,-0.133251,-56.946666,0.10417
0.079666,12.880936,0.145023,-31.011649,0.332371,-45.634634,-0.135473,-56.936567,0.108586
0.080447,12.918951,0.167745,-30.996416,0.334441,-45.640948,-0.13754,-56.926264,0.112986
0.081228,12.957329,0.190618,-30.980796,0.336251,-45.647264,-0.139454,-56.915761,0.117365
0.082009,12.996059,0.213596,-30.964781,0.337819,-45.653577,-0.141218,-56.905065,0.121721
0.08279,13.03513,0.236632,-30.948362,0.339166,-45.659879,-0.142833,-56.894183,0.126053
0.083571,13.074531,0.259683,-30.93153,0.340314,-45.666166,-0.144302,-56.883121,0.130356
0.084352,13.114251,0.282702,-30.914278,0.341283,-45.67243,-0.145628,-56.871886,0.134627
0.085133,13.15428,0.305646,-30.8966,0.342092,-45.678666,-0.146814,-56.860485,0.138864
