Time (s),WAA_angle,WAA_disp,WFE_angle,WFE_disp,EPS_angle,EPS_disp,EFE_angle,EFE_disp
0.000765,-13.674176,0.0,13.869284,0.0,34.801516,0.0,34.335816,0.0
0.00153,-13.673784,0.0,13.870598,0.0,34.801542,0.0,34.336503,0.0
0.002295,-13.673325,0.0,13.872034,1e-06,34.801573,0.0,34.337307,0.0
0.00306,-13.672795,0.0,13.873589,3e-06,34.801609,0.0,34.338235,2e-06
0.003825,-13.67219,0.0,13.875259,8e-06,34.80165,0.0,34.339294,4e-06
0.00459,-13.671506,0.0,13.87704,1.8e-05,34.801696,0.0,34.34049,1e-05
0.005355,-13.670739,1e-06,13.878925,3.6e-05,34.801749,1e-06,34.341831,2e-05
0.00612,-13.669888,1e-06,13.880908,6.6e-05,34.801807,1e-06,34.343319,3.6e-05
0.006885,-13.668948,2e-06,13.882983,0.000112,34.801872,2e-06,34.344959,6.3e-05
0.00765,-13.667919,4e-06,13.885143,0.00018,34.801944,4e-06,34.346754,0.000102
0.008415,-13.6668,7e-06,13.887381,0.000275,34.802022,6e-06,34.348707,0.000158
0.00918,-13.665588,1e-05,13.889692,0.000402,34.802106,9e-06,34.350817,0.000234
0.009945,-13.664284,1.5e-05,13.892069,0.000568,34.802198,1.3e-05,34.353086,0.000337
0.010711,-13.662887,2.2e-05,13.894504,0.00078,34.802297,1.8e-05,34.355514,0.00047
0.011476,-13.661398,3e-05,13.896994,0.001043,34.802402,2.5e-05,34.3581,0.000639
0.012241,-13.659817,4.2e-05,13.899531,0.001364,34.802515,3.3e-05,34.360842,0.00085
0.013006,-13.658144,5.6e-05,13.902111,0.001747,34.802634,4.3e-05,34.363738,0.001109
0.013771,-13.656382,7.5e-05,13.904729,0.002199,34.802761,5.5e-05,34.366786,0.00142
0.014536,-13.654531,9.7e-05,13.90738,0.002722,34.802894,6.9e-05,34.369983,0.00179
0.015301,-13.652593,0.000125,13.91006,0.003321,34.803035,8.6e-05,34.373326,0.002225
0.016066,-13.65057,0.000159,13.912766,0.003998,34.803182,0.000106,34.37681,0.002729
0.016831,-13.648464,0.000199,13.915493,0.004755,34.803336,0.000129,34.380433,0.003307
0.017596,-13.646276,0.000247,13.918239,0.005593,34.803497,0.000155,34.38419,0.003964
0.018361,-13.644009,0.000303,13.921,0.00651,34.803664,0.000185,34.388076,0.004705
0.019126,-13.641665,0.000369,13.923774,0.007505,34.803838,0.000218,34.392088,0.005532
0.019891,-13.639247,0.000446,13.926559,0.008577,34.804019,0.000254,34.39622,0.006448
0.020656,-13.636756,0.000534,13.929352,0.00972,34.804206,0.000295,34.400469,0.007455
0.021421,-13.634197,0.000634,13.932151,0.010931,34.804399,0.000339,34.404828,0.008555
0.022186,-13.631569,0.000749,13.934954,0.012204,34.804599,0.000388,34.409295,0.009748
0.022951,-13.628878,0.000878,13.93776,0.013533,34.804804,0.00044,34.413863,0.011035
0.023716,-13.626124,0.001023,13.940567,0.014911,34.805016,0.000497,34.418528,0.012414
0.024481,-13.623311,0.001186,13.943373,0.01633,34.805233,0.000557,34.423286,0.013883
0.025246,-13.620441,0.001367,13.946178,0.017783,34.805456,0.000621,34.428131,0.015441
0.026011,-13.617517,0.001568,13.948979,0.01926,34.805685,0.00069,34.433059,0.017083
0.026776,-13.614541,0.001789,13.951776,0.020753,34.80592,0.000762,34.438064,0.018806
0.027541,-13.611517,0.002032,13.954567,0.022253,34.80616,0.000837,34.443143,0.020605
0.028306,-13.608446,0.002299,13.957352,0.023752,34.806406,0.000917,34.448291,0.022476
0.029071,-13.605331,0.002588,13.960128,0.02524,34.806657,0.000999,34.453503,0.024411
0.029836,-13.602175,0.002903,13.962895,0.026709,34.806913,0.001085,34.458774,0.026405
0.030602,-13.59898,0.003244,13.965652,0.028151,34.807174,0.001173,34.464101,0.028451
0.031367,-13.595749,0.003611,13.968397,0.029557,34.807441,0.001265,34.469477,0.030541
0.032132,-13.592484,0.004006,13.97113,0.030921,34.807712,0.001358,34.4749,0.032669
0.032897,-13.589189,0.004429,13.973849,0.032235,34.807988,0.001454,34.480365,0.034826
0.033662,-13.585865,0.004881,13.976552,0.033493,34.80827,0.001552,34.485867,0.037004
0.034427,-13.582515,0.005362,13.97924,0.034689,34.808555,0.001651,34.491402,0.039196
0.035192,-13.579141,0.005872,13.98191,0.035819,34.808846,0.001752,34.496965,0.041393
0.035957,-13.575746,0.006413,13.984562,0.036877,34.809141,0.001853,34.502553,0.043587
0.036722,-13.572332,0.006984,13.987194,0.037861,34.809441,0.001956,34.508161,0.045771
0.037487,-13.568901,0.007584,13.989805,0.038767,34.809745,0.002059,34.513784,0.047936
0.038252,-13.565455,0.008215,13.992393,0.039592,34.810053,0.002162,34.519419,0.050075
0.039017,-13.561997,0.008876,13.994959,0.040336,34.810366,0.002265,34.525062,0.05218
0.039782,-13.558528,0.009567,13.997499,0.040998,34.810683,0.002368,34.530707,0.054245
0.040547,-13.55505,0.010286,14.000014,0.041576,34.811004,0.002471,34.536352,0.056262
0.041312,-13.551565,0.011034,14.002501,0.042071,34.811329,0.002572,34.541991,0.058226
0.042077,-13.548073,0.01181,14.004961,0.042483,34.811658,0.002673,34.54762,0.060129
0.042842,-13.544577,0.012612,14.007391,0.042814,34.811991,0.002773,34.553236,0.061967
0.043607,-13.541077,0.01344,14.009791,0.043065,34.812327,0.002871,34.558834,0.063734
0.044372,-13.537573,0.014293,14.012159,0.043238,34.812668,0.002967,34.564409,0.065425
0.045137,-13.534067,0.01517,14.014495,0.043335,34.813012,0.003062,34.569958,0.067036
0.045902,-13.530557,0.016068,14.016799,0.043357,34.813359,0.003155,34.575476,0.068562
0.046667,-13.527045,0.016987,14.019068,0.043309,34.81371,0.003246,34.580958,0.070001
0.047432,-13.523528,0.017925,14.021303,0.043191,34.814064,0.003335,34.586402,0.071348
0.048197,-13.520007,0.01888,14.023502,0.043007,34.814422,0.003421,34.591801,0.072601
0.048962,-13.51648,0.01985,14.025666,0.042759,34.814782,0.003505,34.597153,0.073757
0.049727,-13.512944,0.020833,14.027795,0.04245,34.815146,0.003587,34.602451,0.074813
0.050493,-13.509399,0.021827,14.029887,0.042084,34.815512,0.003666,34.607693,0.075769
0.051258,-13.50584,0.02283,14.031944,0.041661,34.815882,0.003742,34.612873,0.076622
0.052023,-13.502265,0.023839,14.033964,0.041185,34.816254,0.003816,34.617987,0.07737
0.052788,-13.498672,0.024853,14.035949,0.040657,34.816628,0.003886,34.623031,0.078013
0.053553,-13.495056,0.025869,14.037899,0.040081,34.817006,0.003954,34.627999,0.07855
0.054318,-13.491413,0.026884,14.039814,0.039458,34.817385,0.004019,34.632888,0.078979
0.055083,-13.487739,0.027895,14.041695,0.03879,34.817767,0.004081,34.637692,0.079301
0.055848,-13.484032,0.028901,14.043542,0.038079,34.818151,0.00414,34.642407,0.079514
0.056613,-13.480286,0.029899,14.045357,0.037326,34.818537,0.004196,34.647029,0.079618
0.057378,-13.476498,0.030886,14.047141,0.036532,34.818924,0.004249,34.651552,0.079614
0.058143,-13.472666,0.03186,14.048894,0.0357,34.819314,0.004299,34.655971,0.0795
0.058908,-13.468787,0.032818,14.050616,0.03483,34.819705,0.004346,34.660283,0.079276
0.059673,-13.464859,0.033757,14.05231,0.033924,34.820098,0.004389,34.664483,0.078944
0.060438,-13.460883,0.034676,14.053975,0.032981,34.820492,0.00443,34.668565,0.078501
0.061203,-13.45686,0.03557,14.055612,0.032005,34.820887,0.004467,34.672526,0.07795
0.061968,-13.452793,0.03644,14.05722,0.030994,34.821284,0.004501,34.67636,0.077289
0.062733,-13.448688,0.03728,14.058799,0.029951,34.821682,0.004531,34.680064,0.076518
0.063498,-13.444553,0.038091,14.060349,0.028876,34.822081,0.004559,34.683633,0.075638
0.064263,-13.440399,0.038869,14.061868,0.02777,34.822481,0.004583,34.687063,0.074649
0.065028,-13.436237,0.039613,14.063354,0.026634,34.822882,0.004604,34.69035,0.073551
0.065793,-13.432082,0.04032,14.064805,0.025469,34.823284,0.004621,34.693491,0.072343
0.066558,-13.427951,0.040989,14.066218,0.024276,34.823687,0.004635,34.696482,0.071027
0.067323,-13.423863,0.041618,14.067591,0.023055,34.824092,0.004645,34.69932,0.069601
0.068088,-13.419839,0.042205,14.06892,0.021809,34.824497,0.004652,34.702002,0.068068
0.068853,-13.415899,0.04275,14.070201,0.020538,34.824905,0.004655,34.704527,0.066425
0.069618,-13.412067,0.043251,14.071431,0.019244,34.825314,0.004655,34.706892,0.064675
0.070384,-13.408366,0.043706,14.072605,0.017928,34.825724,0.004652,34.709096,0.062816
0.071149,-13.40482,0.044115,14.073719,0.01659,34.826138,0.004644,34.711139,0.06085
0.071914,-13.401452,0.044476,14.074769,0.015233,34.826554,0.004633,34.71302,0.058777
0.072679,-13.398285,0.04479,14.07575,0.013858,34.826973,0.004619,34.71474,0.056597
0.073444,-13.395343,0.045056,14.07666,0.012465,34.827396,0.004601,34.7163,0.054311
0.074209,-13.392645,0.045272,14.077493,0.011057,34.827823,0.004579,34.717702,0.05192
