Time,Centered Angle,Centered Low Frequency Carrier,Centered Tremor,Centered Envelope,Centered Torque,Normalized WFE Displacement,centeredTorque
0,107,91,0.21492991910486337,128,132,128,132
0.000777,107,91,0.21200839468322272,128,132,128,132
0.001553,107,91,0.20835879363412435,128,134,128,134
0.00233,107,91,0.20394304322736975,128,135,128,135
0.003106,106,91,0.19872307765286085,128,136,128,136
0.003883,106,91,0.1926688381075645,128,138,128,138
0.004659,106,91,0.1857522728810647,128,140,128,140
0.005436,106,90,0.17795333743957123,128,141,128,141
0.006212,105,90,0.16925199450844228,128,143,128,143
0.006989,105,90,0.1596352141530583,128,145,128,145
0.007765,104,90,0.14909097385806128,128,146,128,146
0.008542,104,90,0.13761025860488788,128,148,128,148
0.009318,104,90,0.12518806094751536,128,150,128,150
0.010095,103,90,0.1118223810864032,128,151,128,151
0.010872,103,90,0.09751422694055444,128,153,128,153
0.011648,102,90,0.08226861421762612,128,155,128,155
0.012425,102,90,0.06609656648203494,128,157,128,157
0.013201,101,89,0.04901111522103912,128,158,128,158
0.013978,100,89,0.031033299908665605,128,160,128,160
0.014754,100,89,0.012186168067498336,128,161,128,161
0.015531,99,89,-0.007501224671816911,128,163,127,163
0.016307,98,89,-0.02799881451329359,128,164,127,164
0.017084,98,89,-0.049273529440716675,128,166,127,166
0.01786,97,89,-0.07129028916516078,128,167,127,167
0.018637,96,89,-0.09401300507495196,128,168,127,168
0.019413,95,89,-0.11740758018815627,128,170,127,170
0.02019,95,89,-0.1414349091076793,128,171,126,171
0.020967,94,89,-0.16606087797899768,128,172,126,172
0.021743,93,88,-0.19124836445059512,128,173,126,173
0.02252,92,88,-0.21695823763713445,128,174,125,174
0.023296,91,88,-0.24315435808549232,128,175,125,175
0.024073,90,88,-0.2697955777436116,128,176,125,176
0.024849,90,88,-0.2968427399323297,128,176,124,176
0.025626,89,88,-0.3242566793201874,128,177,124,177
0.026402,88,88,-0.35199622190126467,128,177,124,177
0.027179,87,88,-0.38002018497610496,128,178,123,178
0.027955,86,88,-0.4082903771358362,128,178,123,178
0.028732,85,88,-0.4367665982494624,128,179,122,179
0.029508,84,87,-0.4654116394544696,128,179,122,179
0.030285,83,87,-0.4941862831506794,128,179,121,179
0.031062,82,87,-0.5230543029974957,128,179,121,179
0.031838,81,87,-0.5519784639145837,128,179,120,179
0.032615,80,87,-0.580922522086005,128,179,120,179
0.033391,79,87,-0.609848224967885,128,179,119,179
0.034168,78,87,-0.6387183112996149,128,179,119,179
0.034944,77,87,-0.6674965111186715,128,179,118,179
0.035721,76,87,-0.6961445457791205,128,179,118,179
0.036497,76,87,-0.7246261279737912,128,178,118,178
0.037274,75,86,-0.7529049617602102,128,178,117,178
0.03805,74,86,-0.7809457425902915,128,177,117,177
0.038827,73,86,-0.8087151573438813,128,177,116,177
0.039603,72,86,-0.836177884366156,128,176,116,176
0.04038,71,86,-0.8633025935089078,128,176,115,176
0.041157,70,86,-0.8900559461758002,128,175,115,175
0.041933,69,86,-0.9164055953715298,128,174,114,174
0.04271,68,86,-0.9423201857550433,128,173,114,173
0.043486,68,86,-0.9677643536967331,128,172,114,172
0.044263,67,86,-0.9927067273396974,128,171,113,171
0.045039,66,86,-1.0171119266651416,128,170,113,170
