time,rawAngle,baseAngle,tremor,envelope,torque,wfeDisp,centeredTorque
0.0,58,10,0.21492991910486337,143,105,124,105
0.000777,58,9,0.21200839468322272,143,105,124,105
0.001553,57,9,0.20835879363412435,143,105,124,105
0.00233,57,9,0.20394304322736975,143,105,124,105
0.003106,56,8,0.19872307765286085,143,105,124,105
0.003883,55,8,0.1926688381075645,143,104,124,104
0.004659,54,8,0.1857522728810647,143,104,124,104
0.005436,53,7,0.17795333743957123,143,104,124,104
0.006212,52,7,0.16925199450844228,143,104,124,104
0.006989,51,7,0.1596352141530583,143,104,123,104
0.007765,49,6,0.14909097385806128,143,104,123,104
0.008542,48,6,0.13761025860488788,143,104,122,104
0.009318,46,6,0.12518806094751536,143,103,121,103
0.010095,45,6,0.1118223810864032,143,103,119,103
0.010872,43,5,0.09751422694055444,143,103,117,103
0.011648,41,5,0.08226861421762612,143,103,115,103
0.012425,39,5,0.06609656648203494,143,103,112,103
0.013201,37,4,0.04901111522103912,143,102,109,102
0.013978,35,4,0.031033299908665605,143,102,105,102
0.014754,33,4,0.012186168067498336,143,102,100,102
0.015531,31,3,-0.007501224671816911,143,102,94,102
0.016307,28,3,-0.02799881451329359,143,101,87,101
0.017084,26,3,-0.049273529440716675,143,101,80,101
0.01786,23,2,-0.07129028916516078,144,101,71,101
0.018637,21,2,-0.09401300507495196,144,101,62,101
0.019413,18,2,-0.11740758018815627,144,100,51,100
0.02019,15,1,-0.1414349091076793,144,100,40,100
0.020967,12,1,-0.16606087797899768,144,100,27,100
0.021743,10,1,-0.19124836445059512,144,99,13,99
0.02252,7,1,-0.21695823763713445,144,99,1,99
0.023296,4,1,-0.24315435808549232,145,99,1,99
0.024073,1,1,-0.2697955777436116,145,98,1,98
0.024849,1,1,-0.2968427399323297,145,98,1,98
0.025626,1,1,-0.3242566793201874,145,98,1,98
0.026402,1,1,-0.35199622190126467,145,97,1,97
0.027179,1,1,-0.38002018497610496,146,97,1,97
0.027955,1,1,-0.4082903771358362,146,97,1,97
0.028732,1,1,-0.4367665982494624,146,96,1,96
0.029508,1,1,-0.4654116394544696,146,96,1,96
0.030285,1,1,-0.4941862831506794,147,96,1,96
0.031062,1,1,-0.5230543029974957,147,95,1,95
0.031838,1,1,-0.5519784639145837,147,95,1,95
0.032615,1,1,-0.580922522086005,148,94,1,94
0.033391,1,1,-0.609848224967885,148,94,1,94
0.034168,1,1,-0.6387183112996149,148,94,1,94
0.034944,1,1,-0.6674965111186715,148,93,1,93
0.035721,1,1,-0.6961445457791205,149,93,1,93
0.036497,1,1,-0.7246261279737912,149,92,1,92
0.037274,1,1,-0.7529049617602102,149,92,1,92
0.03805,1,1,-0.7809457425902915,150,91,1,91
0.038827,1,1,-0.8087151573438813,150,91,1,91
0.039603,1,1,-0.836177884366156,150,91,1,91
0.04038,1,1,-0.8633025935089078,151,90,1,90
0.041157,1,1,-0.8900559461758002,151,90,1,90
0.041933,1,1,-0.9164055953715298,151,89,1,89
0.04271,1,1,-0.9423201857550433,152,89,1,89
0.043486,1,1,-0.9677643536967331,152,88,1,88
0.044263,1,1,-0.9927067273396974,153,88,1,88
0.045039,1,1,-1.0171119266651416,153,87,1,87
0.045816,1,1,-1.0409465635618305,153,87,1,87
0.046592,1,1,-1.064178241899667,154,87,1,87
0.047369,1,1,-1.0867715576074375,154,86,1,86
0.048145,1,1,-1.1086950987547177,154,86,1,86
0.048922,1,1,-1.1299164456379516,155,85,1,85
0.049698,1,1,-1.1504031708707498,155,85,1,85
0.050475,1,1,-1.1701228394783627,155,85,1,85
0.051252,1,1,-1.189044008996403,156,84,1,84
0.052028,1,1,-1.2071322295737617,156,84,1,84
0.052805,1,1,-1.2243540440797576,156,83,1,83
0.053581,1,1,-1.2406729882155154,156,83,1,83
0.054358,1,1,-1.2560545906295524,157,83,1,83
0.055134,1,1,-1.270466373037598,157,82,1,82
0.055911,1,1,-1.2838768503466331,157,82,1,82
0.056687,1,1,-1.2962595307831368,158,82,1,82
0.057464,1,1,-1.30759091602552,158,81,1,81
0.05824,1,1,-1.317856501340722,158,81,1,81
0.059017,1,1,-1.3270437757250364,158,81,1,81
0.059793,1,1,-1.3351482220490027,159,80,1,80
0.06057,1,1,-1.3421703172064556,159,80,1,80
0.061347,1,1,-1.3481105322676843,159,80,1,80
0.062123,1,1,-1.3529713326366337,160,80,1,80
0.0629,1,1,-1.3567531782121458,160,80,1,80
0.063676,1,1,-1.3594545235532298,160,79,1,79
0.064453,1,1,-1.3610658180482573,160,79,1,79
0.065229,1,1,-1.3615755060881198,160,79,1,79
0.066006,1,1,-1.3609620272432437,161,79,1,79
0.066782,1,1,-1.3592008164444955,161,79,1,79
0.067559,1,1,-1.3562593041678441,161,79,1,79
