time,rawAngle,baseAngle,tremor,envelope,torque,wfeDisp,centeredTorque
0.104355,139,138,-0.0010217325662249658,110,156,128,156
0.105399,139,138,-0.0008508711187845816,110,156,128,156
0.106442,139,138,-0.0006957838403187018,110,156,128,156
0.107486,139,138,-0.0005594690230653454,110,156,129,156
0.108529,139,138,-0.00044492466958392024,110,156,129,156
0.109573,139,138,-0.00035214849391861287,110,156,129,156
0.110617,139,138,-0.0002861379229041211,110,156,130,156
0.11166,139,138,-0.0002458900975710006,110,156,130,156
0.112704,139,138,-0.00023440187468703474,110,156,130,156
0.113747,139,138,-0.00025366982840439916,110,156,131,156
0.114791,139,138,-0.0003026902520403828,110,156,131,156
0.115834,139,138,-0.00038345915995458045,110,155,131,155
0.116878,139,138,-0.0004959722895704356,110,155,131,155
0.117921,139,138,-0.0006412251034866967,110,155,132,155
0.118965,139,138,-0.000818212791727102,110,155,132,155
0.120009,139,138,-0.0010249302740892535,110,155,132,155
0.121052,139,138,-0.0012603722026125939,110,155,132,155
0.122096,139,138,-0.0015195329641659416,110,155,132,155
0.123139,138,138,-0.0017994066831312312,110,155,132,155
0.124183,138,138,-0.0020949872242194533,110,155,132,155
0.125226,138,138,-0.002397268195389405,110,155,132,155
0.12627,138,138,-0.0027022429508592365,110,155,132,155
0.127313,138,138,-0.00300090459425967,110,155,132,155
0.128357,138,138,-0.003288245981876352,110,155,132,155
0.1294,138,138,-0.0035572597260004643,110,155,132,155
0.130444,138,138,-0.0038049381983883647,110,155,131,155
0.131488,138,138,-0.004027273533834251,110,155,131,155
0.132531,138,138,-0.004221257633829849,110,155,131,155
0.133575,138,138,-0.004385882170334096,110,155,130,155
0.134618,138,138,-0.004518138589656419,110,155,130,155
0.135662,138,138,-0.004619018116415027,110,155,129,155
0.136705,138,138,-0.004687511757617217,110,155,129,155
0.137749,138,138,-0.00472261030682909,110,155,128,155
0.138792,138,138,-0.004726304348443485,110,155,128,155
0.139836,138,138,-0.0046965842620283445,110,155,127,155
0.14088,138,138,-0.004634440226782997,110,155,127,155
0.141923,138,138,-0.0045408622260682254,110,155,126,155
0.142967,138,138,-0.004415840052036684,110,155,126,155
0.14401,138,138,-0.004260363310340015,110,155,125,155
0.145054,138,138,-0.004075421424916098,110,155,125,155
0.146097,138,138,-0.0038630036428674926,110,155,124,155
0.147141,138,138,-0.0036250990394131447,110,155,124,155
0.148184,138,138,-0.0033626965229127974,110,155,124,155
0.149228,138,138,-0.0030777848399614264,110,155,124,155
0.150272,138,138,-0.002774352580561771,110,155,124,155
0.151315,138,138,-0.0024543881833526734,110,155,123,155
0.152359,138,138,-0.0021228799409106535,110,155,123,155
0.153402,138,138,-0.0017828160050996087,110,155,124,155
0.154446,138,138,-0.0014381843924851456,110,155,124,155
0.155489,138,138,-0.0010959729898019962,110,155,124,155
0.156533,139,138,-0.0007601695594788452,110,155,124,155
0.157576,139,138,-0.0004337617451931183,110,155,124,155
0.15862,139,138,-0.00012273707749492965,110,155,125,155
0.159663,139,138,0.00016991702055301703,110,155,125,155
0.160707,139,138,0.0004422132276846057,110,155,126,155
0.161751,139,138,0.0006921643186988352,110,155,126,155
0.162794,139,138,0.0009177831587156422,110,155,127,155
0.163838,139,138,0.0011190826973811825,110,155,127,155
0.164881,139,138,0.0012960759630696163,110,154,128,154
0.165925,139,138,0.0014497760570551317,110,154,128,154
